timestamp_ms,trial_num,task,frame,event_type,choice,rt_ms
1779216287462,0,practice,attention_check,stimulus_onset,,
1779216292478,0,practice,attention_check,prompt_onset,,
1779216292982,0,practice,attention_check,response_onset,,
1779216294974,0,practice,attention_check,response,deny,1987
1779216294977,0,practice,attention_check,attention_check,deny,1987
1779216294991,1,location,gain,fixation_onset,,
1779216296804,1,location,gain,stimulus_onset,,
1779216301807,1,location,gain,prompt_onset,,
1779216302316,1,location,gain,response_onset,,
1779216303173,1,location,gain,response,deny,859
1779216305182,2,health_data,gain,fixation_onset,,
1779216307496,2,health_data,gain,stimulus_onset,,
1779216312514,2,health_data,gain,prompt_onset,,
1779216313015,2,health_data,gain,response_onset,,
1779216604285,,,,session_start,,
1779216618395,0,practice,attention_check,fixation_onset,,
1779216620044,0,practice,attention_check,stimulus_onset,,
1779216625057,0,practice,attention_check,prompt_onset,,
1779216625572,0,practice,attention_check,response_onset,,
1779216748228,0,practice,attention_check,response,allow,122655
1779216748229,0,practice,attention_check,attention_check,allow,122655
1779216749211,0,practice,attention_check,fixation_onset,,
1779216751074,0,practice,attention_check,stimulus_onset,,
1779216756078,0,practice,attention_check,prompt_onset,,
1779216756581,0,practice,attention_check,response_onset,,
1779216757202,0,practice,attention_check,response,deny,614
1779216757206,0,practice,attention_check,attention_check,deny,614
1779216757207,1,location,gain,fixation_onset,,
1779216759326,1,location,gain,stimulus_onset,,
1779216764343,1,location,gain,prompt_onset,,
1779216764850,1,location,gain,response_onset,,
1779216765827,1,location,gain,response,deny,981
1779216767834,2,health_data,gain,fixation_onset,,
1779216769954,2,health_data,gain,stimulus_onset,,
1779216774970,2,health_data,gain,prompt_onset,,
1779216775481,2,health_data,gain,response_onset,,
